,account_length_norm,number_vmail_messages_norm,total_day_minutes_norm,total_day_calls_norm,total_day_charge_norm,total_eve_minutes_norm,total_eve_calls_norm,total_eve_charge_norm,total_night_minutes_norm,total_night_calls_norm,total_night_charge_norm,total_intl_minutes_norm,total_intl_calls_norm,total_intl_charge_norm,number_customer_service_calls_norm,international_plan_label,voice_mail_plan_label,churn_label
428,0.21074380165289258,0.0,0.6108108108108108,0.4121212121212121,0.6107764390896921,0.4414138602838853,0.8117647058823529,0.4413883431565161,0.31240506329113926,0.6514285714285715,0.31232414181204277,0.47000000000000003,0.2,0.4703703703703703,0.2222222222222222,0,0,0
429,0.3553719008264463,0.0,0.4785206258890469,0.5575757575757576,0.4784136546184739,0.6253826885610909,0.5882352941176471,0.6254092992796334,0.4291139240506329,0.5657142857142857,0.4293753517163759,0.645,0.15000000000000002,0.6444444444444444,0.1111111111111111,0,0,0
430,0.1652892561983471,0.0,0.5772403982930299,0.5878787878787879,0.5771419009370817,0.42805455051489005,0.611764705882353,0.4279633267845449,0.28734177215189877,0.5257142857142857,0.28756330894766463,0.45,0.15000000000000002,0.45,0.3333333333333333,0,0,0
431,0.45867768595041325,0.0,0.7436699857752489,0.6545454545454545,0.7436412315930387,0.43000278318953516,0.6,0.4299279633267846,0.33139240506329115,0.5142857142857142,0.3314575126617895,0.58,0.1,0.5796296296296296,0.1111111111111111,0,0,0
434,0.24793388429752067,0.0,0.12802275960170698,0.6545454545454545,0.1280120481927711,0.42109657667687167,0.43529411764705883,0.421087098886706,0.38708860759493674,0.5371428571428571,0.3871693866066404,0.49000000000000005,0.30000000000000004,0.4907407407407407,0.2222222222222222,0,0,0
435,0.3553719008264463,0.0,0.6580369843527739,0.6363636363636364,0.6579651941097724,0.4778736431951015,0.6352941176470588,0.4777341191879503,0.17139240506329115,0.7771428571428571,0.17163759144625773,0.65,0.30000000000000004,0.6499999999999999,0.1111111111111111,0,0,0
436,0.11983471074380166,0.0,0.6469416785206259,0.5333333333333333,0.646921017402945,0.5079320901753409,0.5882352941176471,0.5078585461689588,0.4853164556962025,0.7657142857142857,0.48564997186269,0.625,0.15000000000000002,0.6259259259259259,0.0,0,0,0
437,0.38842975206611574,0.42307692307692313,0.11635846372688478,0.7636363636363637,0.11629852744310576,0.37127748399666016,0.5294117647058824,0.3713163064833006,0.6688607594936709,0.52,0.6691052335396737,0.5950000000000001,0.35000000000000003,0.5944444444444444,0.0,0,1,0
438,0.1859504132231405,0.0,0.355049786628734,0.806060606060606,0.3550870147255689,0.4377957138881158,0.8411764705882353,0.43778650949574327,0.5045569620253165,0.4114285714285714,0.5047833427124367,0.43,0.2,0.4296296296296296,0.2222222222222222,0,0,0
440,0.3140495867768595,0.0,0.4637268847795164,0.6787878787878788,0.4636880856760375,0.6097968271639298,0.5235294117647059,0.6096922069417159,0.5908860759493672,0.37714285714285717,0.5908835115362971,0.335,0.15000000000000002,0.3351851851851852,0.2222222222222222,0,0,0
441,0.40082644628099173,0.7307692307692308,0.6079658605974395,0.3696969696969697,0.6079317269076305,0.7041469524074588,0.611764705882353,0.7043222003929274,0.5258227848101266,0.41714285714285715,0.526167698368036,0.535,0.25,0.5351851851851852,0.2222222222222222,0,1,0
444,0.7809917355371901,0.42307692307692313,0.4736842105263158,0.5636363636363636,0.4737282463186077,0.5093236849429446,0.5411764705882353,0.5094957432874919,0.30632911392405066,0.5828571428571429,0.30613393359594826,0.42500000000000004,0.15000000000000002,0.4259259259259259,0.0,0,1,0
445,0.6776859504132232,0.0,0.6162162162162163,0.7636363636363637,0.6161311914323963,0.5310325633175619,0.611764705882353,0.5311067452521283,0.5688607594936709,0.7028571428571428,0.5689364096792346,0.6200000000000001,0.4,0.6203703703703703,0.0,0,0,0
446,0.23966942148760334,0.0,0.3066856330014225,0.6848484848484848,0.30672690763052207,0.6028388533259115,0.7352941176470588,0.602815979043877,0.5506329113924051,0.5257142857142857,0.5509285312324141,0.49500000000000005,0.15000000000000002,0.4944444444444444,0.2222222222222222,0,0,0
447,0.1900826446280992,0.5384615384615385,0.40199146514935996,0.5696969696969697,0.40194109772423026,0.46757584191483437,0.6352941176470588,0.4675834970530452,0.28734177215189877,0.48,0.28756330894766463,0.39,0.1,0.3907407407407407,0.1111111111111111,0,1,0
448,0.615702479338843,0.5576923076923077,0.5971550497866288,0.4666666666666667,0.5970548862115127,0.4397439465627609,0.3058823529411765,0.439751146037983,0.3592405063291139,0.6457142857142857,0.35959482273494653,0.33,0.05,0.3296296296296296,0.0,0,1,0
450,0.10330578512396695,0.0,0.6671408250355619,0.6606060606060606,0.6671686746987951,0.6025605343723907,0.7588235294117647,0.6024885396201702,0.4850632911392405,0.5371428571428571,0.48508722566122675,0.17500000000000002,0.30000000000000004,0.1759259259259259,0.3333333333333333,0,0,0
451,0.3223140495867769,0.5961538461538461,0.29331436699857755,0.5454545454545454,0.29334002677376175,0.6763150570553854,0.7941176470588235,0.6764898493778652,0.19341772151898737,0.5257142857142857,0.1935846933033202,0.61,0.4,0.6092592592592593,0.3333333333333333,0,1,0
452,0.38842975206611574,0.5192307692307693,0.368421052631579,0.6424242424242425,0.3684738955823293,0.6927358753131088,0.5294117647058824,0.6928618205631959,0.6784810126582279,0.6571428571428571,0.678671918964547,0.5950000000000001,0.15000000000000002,0.5944444444444444,0.1111111111111111,0,1,0
453,0.2809917355371901,0.0,0.7960170697012803,0.5454545454545454,0.7960174029451138,0.6921792374060672,0.5352941176470588,0.6922069417157827,0.4329113924050633,0.6742857142857143,0.4327518289251548,0.42000000000000004,0.5,0.42037037037037034,0.2222222222222222,1,0,1
455,0.12396694214876035,0.5961538461538461,0.2847795163584637,0.32727272727272727,0.28480589022757696,0.6854995825215697,0.5705882352941176,0.6856581532416504,0.6455696202531646,0.7485714285714286,0.6460326392796849,0.29500000000000004,0.15000000000000002,0.29444444444444445,0.0,0,1,0
457,0.17768595041322316,0.0,0.8196301564722618,0.6787878787878788,0.8196117804551539,0.7180629000834956,0.5411764705882353,0.7180746561886051,0.4870886075949367,0.5142857142857142,0.48733821046707937,0.51,0.2,0.5092592592592592,0.3333333333333333,0,0,1
458,0.30165289256198347,0.4807692307692308,0.5536273115220484,0.509090909090909,0.5535475234270415,0.33370442527136096,0.6058823529411764,0.33366077275704,0.4443037974683544,0.42857142857142855,0.44456949915588073,0.655,0.1,0.6555555555555556,0.2222222222222222,0,1,0
459,0.23553719008264462,0.38461538461538464,0.5533428165007113,0.6666666666666666,0.553380187416332,0.5947676036738101,0.5235294117647059,0.5946299934512116,0.5989873417721518,0.5257142857142857,0.5993247045582443,0.47500000000000003,0.1,0.47592592592592586,0.1111111111111111,0,1,0
460,0.30165289256198347,0.0,0.49530583214793744,0.5818181818181818,0.49531459170013387,0.6988588922905649,0.5529411764705883,0.6987557301899149,0.6521518987341773,0.7028571428571428,0.6522228474957794,0.41500000000000004,0.25,0.41481481481481486,0.2222222222222222,0,0,1
461,0.5123966942148761,0.0,0.37496443812233293,0.5878787878787879,0.375,0.38046200946284436,0.5882352941176471,0.3804846103470858,0.780253164556962,0.68,0.7805289814293753,0.385,0.30000000000000004,0.3851851851851852,0.2222222222222222,0,0,0
462,0.32644628099173556,0.0,0.4568990042674253,0.6242424242424243,0.4568273092369478,0.6596159198441414,0.6411764705882352,0.6597904387688278,0.620506329113924,0.5028571428571429,0.6207090602138435,0.535,0.05,0.5351851851851852,0.1111111111111111,0,0,0
463,0.40495867768595045,0.5384615384615385,0.5709815078236131,0.5333333333333333,0.57095046854083,0.7353186752017812,0.6823529411764706,0.7354289456450558,0.4372151898734177,0.5828571428571429,0.43725379853685986,0.455,0.25,0.45555555555555555,0.1111111111111111,0,1,0
464,0.40495867768595045,0.0,0.41422475106685636,0.6424242424242425,0.4141566265060241,0.27358753131088226,0.6235294117647059,0.2737393582187295,0.5843037974683545,0.4742857142857143,0.5846933033202026,0.545,0.25,0.5444444444444444,0.1111111111111111,0,0,0
465,0.26859504132231404,0.5576923076923077,0.6526315789473685,0.6303030303030303,0.6526104417670683,0.7163929863623711,0.49411764705882355,0.7164374590700721,0.5860759493670886,0.68,0.586381541924592,0.4,0.05,0.4,0.2222222222222222,0,1,0
466,0.39669421487603307,0.0,0.6002844950213372,0.46060606060606063,0.6002342704149932,0.5260228221541886,0.5882352941176471,0.5261951538965292,0.31139240506329113,0.5828571428571429,0.31176139561057964,0.23500000000000001,0.2,0.23518518518518516,0.3333333333333333,0,0,0
467,0.3057851239669422,0.7115384615384616,0.3456614509246088,0.5878787878787879,0.3457161981258367,0.755357639855274,0.6470588235294118,0.7554027504911592,0.6296202531645569,0.5542857142857143,0.6297129994372538,0.5650000000000001,0.25,0.5648148148148148,0.2222222222222222,0,1,0
468,0.34710743801652894,0.0,0.6145092460881935,0.44242424242424244,0.6144578313253012,0.5237962705260227,0.6882352941176471,0.5239030779305829,0.37240506329113926,0.56,0.3725379853685988,0.18000000000000002,0.35000000000000003,0.1796296296296296,0.2222222222222222,1,0,0
469,0.44214876033057854,0.0,0.833570412517781,0.5333333333333333,0.8335006693440429,0.4469802393543,0.5941176470588235,0.4469548133595285,0.36430379746835445,0.49714285714285716,0.36465953854811484,0.5,0.30000000000000004,0.5,0.2222222222222222,0,0,0
470,0.20661157024793392,0.0,0.5163584637268848,0.6545454545454545,0.5163989290495314,0.5480100194823267,0.5117647058823529,0.5481335952848723,0.4739240506329114,0.68,0.473832301631964,0.515,0.1,0.5148148148148147,0.1111111111111111,0,0,0
471,0.7644628099173554,0.5,0.21137980085348507,0.6484848484848484,0.21134538152610444,0.49345950459226273,0.6823529411764706,0.49345121152586774,0.7501265822784811,0.5142857142857142,0.7501406865503658,0.7250000000000001,0.15000000000000002,0.7259259259259259,0.2222222222222222,0,1,0
472,0.17768595041322316,0.0,0.17724039829302987,0.5575757575757576,0.17720883534136544,0.7653771221820205,0.4823529411764706,0.7655533726260642,0.3511392405063291,0.6171428571428571,0.35115362971299946,0.54,0.15000000000000002,0.5407407407407407,0.1111111111111111,1,0,0
473,0.2603305785123967,0.5961538461538461,0.6503556187766715,0.5333333333333333,0.6502677376171352,0.6916225994990258,0.6411764705882352,0.6915520628683695,0.4230379746835443,0.7085714285714285,0.42318514350028136,0.45,0.05,0.45,0.3333333333333333,0,1,0
474,0.17768595041322316,0.0,0.6489331436699858,0.7333333333333333,0.6489290495314591,0.7695519064848315,0.4647058823529412,0.7694826457105436,0.7083544303797469,0.44,0.7084974676420934,0.49500000000000005,0.25,0.4944444444444444,0.2222222222222222,0,0,1
475,0.4669421487603306,0.6923076923076923,0.8816500711237553,0.5454545454545454,0.8815261044176707,0.5574728639020317,0.5235294117647059,0.5576293385723642,0.4645569620253165,0.6,0.46482836240855374,0.71,0.1,0.7092592592592593,0.1111111111111111,0,1,0
476,0.4504132231404959,0.0,0.4261735419630157,0.6787878787878788,0.4262048192771084,0.5009741163373225,0.5470588235294117,0.5009823182711199,0.35443037974683544,0.68,0.3545301069217783,0.585,0.2,0.5851851851851851,0.2222222222222222,0,0,0
477,0.3677685950413223,0.576923076923077,0.5229018492176387,0.46060606060606063,0.5229250334672021,0.6392986362371277,0.5588235294117647,0.6391617550753111,0.36481012658227846,0.7085714285714285,0.36465953854811484,0.385,0.15000000000000002,0.3851851851851852,0.1111111111111111,0,1,0
478,0.29338842975206614,0.40384615384615385,0.5311522048364153,0.6545454545454545,0.5311244979919678,0.9323684942944613,0.5058823529411764,0.9325474787164375,0.4739240506329114,0.68,0.473832301631964,0.8250000000000001,0.2,0.8259259259259258,0.1111111111111111,0,1,0
480,0.7024793388429752,0.4807692307692308,0.6349928876244666,0.4666666666666667,0.6348728246318608,0.509880322849986,0.6941176470588235,0.5098231827111985,0.3817721518987342,0.5142857142857142,0.38210467079347216,0.51,0.15000000000000002,0.5092592592592592,0.3333333333333333,0,1,0
481,0.4256198347107438,0.0,0.46714082503556187,0.6606060606060606,0.46703480589022756,0.4325076537712218,0.5294117647058824,0.4325474787164375,0.4275949367088608,0.6685714285714286,0.4276871131119865,0.535,0.4,0.5351851851851852,0.1111111111111111,0,0,0
482,0.6776859504132232,0.0,0.42816500711237554,0.45454545454545453,0.4282128514056225,0.5374338992485388,0.5470588235294117,0.5373280943025541,0.788860759493671,0.5314285714285715,0.7889701744513224,0.515,0.1,0.5148148148148147,0.1111111111111111,0,0,0
483,0.4256198347107438,0.0,0.6662873399715505,0.7757575757575758,0.6661646586345382,0.8157528527692736,0.5411764705882353,0.8156516044531762,0.46556962025316456,0.4514285714285714,0.46595385481148,0.49000000000000005,0.30000000000000004,0.4907407407407407,0.0,0,0,1
484,0.4504132231404959,0.0,0.157325746799431,0.6181818181818182,0.15729585006693442,0.45839131644865005,0.7294117647058823,0.45841519318926005,0.5081012658227848,0.6171428571428571,0.5081598199212155,0.51,0.25,0.5092592592592592,0.1111111111111111,0,0,0
488,0.4793388429752066,0.2692307692307693,0.22816500711237556,0.4909090909090909,0.2280789825970549,0.6095185082104091,0.6058823529411764,0.6096922069417159,0.310379746835443,0.5828571428571429,0.31063590320765333,0.43,0.1,0.4296296296296296,0.1111111111111111,0,1,0
489,0.3347107438016529,0.0,0.35761024182076817,0.5818181818181818,0.3575970548862115,0.5777901475090453,0.8058823529411765,0.5779305828421742,0.46354430379746836,0.5885714285714285,0.4637028700056275,0.645,0.1,0.6444444444444444,0.1111111111111111,0,0,0
490,0.3760330578512397,0.0,0.5015647226173543,0.5151515151515151,0.5015060240963856,0.25994990258836626,0.7352941176470588,0.2599869024230518,0.5245569620253164,0.6114285714285714,0.5244794597636466,0.48,0.05,0.4796296296296296,0.2222222222222222,0,0,0
491,0.3347107438016529,0.5576923076923077,0.5894736842105263,0.6727272727272727,0.5893574297188755,0.7072084608961869,0.8058823529411765,0.707269155206287,0.4286075949367089,0.5257142857142857,0.4288126055149128,0.47500000000000003,0.25,0.47592592592592586,0.2222222222222222,0,1,0
492,0.3677685950413223,0.0,0.5852062588904694,0.8363636363636363,0.5851740294511378,0.45059838575006955,0.48823529411764705,0.4505566470203013,0.6827848101265822,0.5942857142857143,0.6831738885762522,0.625,0.30000000000000004,0.6259259259259259,0.2222222222222222,0,0,0
493,0.5082644628099174,0.0,0.44807965860597443,0.42424242424242425,0.44812583668005357,0.36376287225160026,0.4647058823529412,0.36378519973804846,0.489620253164557,0.56,0.4895891952729319,0.48,0.2,0.4796296296296296,0.3333333333333333,0,0,0
494,0.15702479338842978,0.0,0.4563300142247511,0.4121212121212121,0.4563253012048193,0.2855552463122738,0.6058823529411764,0.2855271774721677,0.5956962025316456,0.6057142857142858,0.5959482273494654,0.455,0.25,0.45555555555555555,0.2222222222222222,0,0,0
496,0.4173553719008265,0.0,0.2918918918918919,0.5393939393939394,0.2918340026773762,0.6846646256610075,0.45294117647058824,0.6846758349705305,0.4316455696202532,0.8,0.4316263365222285,0.455,0.2,0.45555555555555555,0.2222222222222222,0,0,0
497,0.5867768595041323,0.0,0.5769559032716928,0.6606060606060606,0.5769745649263721,0.4614528249373782,0.611764705882353,0.46136214800261954,0.36430379746835445,0.4057142857142857,0.36465953854811484,0.22999999999999998,0.2,0.22962962962962963,0.1111111111111111,0,0,0
498,0.21487603305785125,0.0,0.1635846372688478,0.5757575757575758,0.16365461847389556,0.7389368215975507,0.7705882352941177,0.7390307793058285,0.6184810126582279,0.7314285714285714,0.618458075407991,0.58,0.30000000000000004,0.5796296296296296,0.3333333333333333,0,0,0
499,0.11983471074380166,0.0,0.48335704125177814,0.8727272727272727,0.4832663989290495,0.6267742833286946,0.6941176470588235,0.6267190569744598,0.42962025316455693,0.5314285714285715,0.42993809791783905,0.5700000000000001,0.35000000000000003,0.5703703703703703,0.1111111111111111,0,0,0
501,0.5289256198347108,0.0,0.39687055476529165,0.7212121212121212,0.3969210174029451,0.8051767325354856,0.6176470588235294,0.8051735428945646,0.3275949367088608,0.5542857142857143,0.3275182892515476,0.655,0.4,0.6555555555555556,0.0,0,0,0
502,0.25619834710743805,0.5576923076923077,0.4048364153627312,0.6484848484848484,0.40478580990629187,0.33036459782911215,0.32941176470588235,0.3303863785199738,0.6078481012658228,0.52,0.6077658975801914,0.33,0.4,0.3296296296296296,0.1111111111111111,0,1,0
503,0.1115702479338843,0.0,0.5342816500711238,0.5696969696969697,0.5343038821954484,0.6919009184525465,0.5058823529411764,0.691879502292076,0.528607594936709,0.7085714285714285,0.5289814293753518,0.53,0.25,0.5296296296296296,0.0,0,0,0
504,0.3677685950413223,0.0,0.5510668563300142,0.503030303030303,0.5510374832663989,0.42916782632897293,0.4647058823529412,0.42927308447937135,0.7569620253164557,0.34285714285714286,0.7574563871693867,0.635,0.15000000000000002,0.6351851851851852,0.1111111111111111,0,0,0
506,0.4297520661157025,0.5576923076923077,0.6278805120910385,0.49696969696969695,0.6278447121820616,0.6059003618146395,0.6470588235294118,0.6057629338572365,0.48227848101265824,0.5714285714285714,0.4822734946539111,0.66,0.30000000000000004,0.6592592592592592,0.1111111111111111,1,1,1
507,0.1652892561983471,0.7115384615384616,0.6822190611664296,0.6666666666666666,0.6822289156626506,0.6175897578625104,0.6764705882352942,0.6175507531106745,0.47873417721518985,0.5714285714285714,0.47889701744513224,0.365,0.05,0.3648148148148148,0.2222222222222222,0,1,0
509,0.6818181818181819,0.6730769230769231,0.3647226173541963,0.8363636363636363,0.3646251673360107,0.7639855274144168,0.6647058823529411,0.7639161755075311,0.7567088607594936,0.7428571428571429,0.7568936409679234,0.44000000000000006,0.35000000000000003,0.4407407407407407,0.2222222222222222,1,1,0
510,0.3223140495867769,0.0,0.3704125177809388,0.7212121212121212,0.37031459170013387,0.8096298357918172,0.711764705882353,0.8097576948264572,0.4931645569620254,0.8,0.4935284186831739,0.7000000000000001,0.30000000000000004,0.7,0.3333333333333333,0,0,0
511,0.628099173553719,0.0,0.5559032716927454,0.6484848484848484,0.5558902275769746,0.43028110214305587,0.5647058823529412,0.43025540275049123,0.3615189873417722,0.5542857142857143,0.3618458075407991,0.58,0.30000000000000004,0.5796296296296296,0.1111111111111111,0,0,0
512,0.4504132231404959,0.0,0.8344238975817924,0.47878787878787876,0.8343373493975903,0.524631227386585,0.5294117647058824,0.5245579567779961,0.6756962025316455,0.52,0.6758581879572313,0.7250000000000001,0.2,0.7259259259259259,0.0,1,0,1
513,0.6694214876033058,0.0,0.5442389758179232,0.5393939393939394,0.5441767068273092,0.5396604508767047,0.5117647058823529,0.5396201702685004,0.6794936708860759,0.6914285714285714,0.6797974113674733,0.6400000000000001,0.2,0.6407407407407407,0.1111111111111111,0,0,0
514,0.4297520661157025,0.6346153846153847,0.5963015647226174,0.4121212121212121,0.5962182061579653,0.40885054272195936,0.8235294117647058,0.4089718402095613,0.30632911392405066,0.7485714285714286,0.30613393359594826,0.53,0.15000000000000002,0.5296296296296296,0.2222222222222222,0,1,0
515,0.706611570247934,0.0,0.6136557610241821,0.8484848484848485,0.6136211512717538,0.40718062900083496,0.49411764705882355,0.4073346430910282,0.6698734177215191,0.4742857142857143,0.6702307259425999,0.355,0.05,0.3555555555555555,0.3333333333333333,0,0,0
516,0.5165289256198348,0.0,0.4591749644381224,0.6666666666666666,0.45917001338688085,0.6139716114667408,0.7352941176470588,0.6139489194499018,0.6308860759493671,0.44571428571428573,0.6308384918401801,0.255,0.1,0.25555555555555554,0.0,0,0,0
517,0.39669421487603307,0.0,0.41024182076813653,0.5515151515151515,0.41014056224899603,0.6309490676315056,0.8058823529411765,0.6309757694826458,0.3660759493670886,0.4114285714285714,0.3663477771525042,0.6900000000000001,0.2,0.6907407407407407,0.3333333333333333,0,0,0
518,0.38842975206611574,0.7115384615384616,0.6264580369843528,0.6606060606060606,0.626338688085676,0.5157250208739215,0.5823529411764706,0.5157170923379175,0.5192405063291139,0.4685714285714286,0.5194147439504784,0.205,0.1,0.20555555555555557,0.0,1,1,1
520,0.39669421487603307,0.0,0.3206258890469417,0.7212121212121212,0.32061579651941097,0.6059003618146395,0.6411764705882352,0.6057629338572365,0.3850632911392405,0.4342857142857143,0.38491840180078785,0.325,0.25,0.3259259259259259,0.1111111111111111,0,0,0
521,0.5743801652892563,0.0,0.5541963015647227,0.6484848484848484,0.5542168674698795,0.4756470915669357,0.5823529411764706,0.47576948264571056,0.569873417721519,0.5314285714285715,0.570061902082161,0.6950000000000001,0.2,0.6944444444444444,0.0,0,0,0
522,0.6942148760330579,0.0,0.2867709815078236,0.6787878787878788,0.28681392235609104,0.6401335930976899,0.40588235294117647,0.640144073346431,0.490126582278481,0.5428571428571428,0.4901519414743951,0.47500000000000003,0.1,0.47592592592592586,0.0,0,0,0
523,0.2768595041322314,0.42307692307692313,0.23470839260312945,0.5878787878787879,0.23477242302543505,0.80684664625661,0.5529411764705883,0.8068107400130976,0.45569620253164556,0.6514285714285715,0.4558244231851435,0.24,0.2,0.24074074074074073,0.3333333333333333,0,1,0
524,0.5,0.6538461538461539,0.4165007112375534,0.6303030303030303,0.4164993306559572,0.24965210130809906,0.6058823529411764,0.2495088408644401,0.5569620253164557,0.52,0.5571187394485088,0.78,0.2,0.7796296296296296,0.2222222222222222,0,1,0
525,0.14462809917355374,0.0,0.5061166429587483,0.7818181818181819,0.5060240963855421,0.6251043696075702,0.5117647058823529,0.6250818598559267,0.7754430379746836,0.5828571428571429,0.7754642656162071,0.54,0.30000000000000004,0.5407407407407407,0.2222222222222222,0,0,0
528,0.2603305785123967,0.3653846153846154,0.512375533428165,0.6424242424242425,0.5123828647925034,0.35485666573893676,0.5411764705882353,0.3549443352979699,0.6010126582278481,0.6742857142857143,0.6010129431626337,0.375,0.15000000000000002,0.3759259259259259,0.0,0,1,0
529,0.049586776859504134,0.5961538461538461,0.7547652916073969,0.5696969696969697,0.7546854082998662,0.4107987753966045,0.5588235294117647,0.41093647675180095,0.6564556962025316,0.6685714285714286,0.6567248171074845,0.645,0.05,0.6444444444444444,0.1111111111111111,0,1,0
530,0.43388429752066116,0.0,0.3658605974395448,0.503030303030303,0.36579651941097724,0.37294739771778457,0.6705882352941176,0.3729535036018337,0.5331645569620254,0.6457142857142857,0.5334833989870569,0.5700000000000001,0.1,0.5703703703703703,0.0,0,0,0
531,0.359504132231405,0.0,0.4594594594594595,0.5575757575757576,0.45950468540829986,0.4828833843584748,0.6352941176470588,0.4829731499672561,0.5220253164556962,0.5428571428571428,0.522228474957794,0.395,0.2,0.3944444444444444,0.2222222222222222,0,0,0
532,0.30165289256198347,0.0,0.47027027027027035,0.7272727272727273,0.4702141900937082,0.5524631227386585,0.6235294117647059,0.5523903077930583,0.5278481012658228,0.5828571428571429,0.5278559369724255,0.49000000000000005,0.15000000000000002,0.4907407407407407,0.1111111111111111,0,0,0
534,0.19834710743801653,0.0,0.6082503556187767,0.47878787878787876,0.6082663989290495,0.7378235457834679,0.5470588235294117,0.7377210216110021,0.6070886075949368,0.7314285714285714,0.6072031513787282,0.78,0.35000000000000003,0.7796296296296296,0.0,0,0,0
535,0.4545454545454546,0.46153846153846156,0.5846372688477952,0.6909090909090909,0.5846720214190093,0.6103534650709713,0.5823529411764706,0.6103470857891291,0.5465822784810127,0.5428571428571428,0.5469893078221723,0.7000000000000001,0.2,0.7,0.1111111111111111,0,1,0
536,0.2024793388429752,0.42307692307692313,0.7194879089615932,0.6787878787878788,0.7193775100401607,0.4951294183133871,0.5823529411764706,0.4950884086444008,0.4010126582278481,0.8342857142857143,0.4012380416432189,0.42500000000000004,0.2,0.4259259259259259,0.3333333333333333,0,1,0
537,0.359504132231405,0.0,0.5462304409672831,0.5515151515151515,0.5461847389558233,0.3551349846924575,0.7470588235294118,0.3552717747216765,0.39392405063291136,0.7142857142857143,0.3939223410241981,0.375,0.25,0.3759259259259259,0.1111111111111111,0,0,0
538,0.5371900826446281,0.75,0.19658605974395446,0.7393939393939394,0.196619812583668,0.2819370999165043,0.8,0.2819253438113949,0.26531645569620255,0.5371428571428571,0.26561620709060213,0.455,0.2,0.45555555555555555,0.0,0,1,0
539,0.3223140495867769,0.0,0.7445234708392603,0.5878787878787879,0.7444779116465864,0.5861397161146673,0.2823529411764706,0.5861165684348395,0.649873417721519,0.4742857142857143,0.6499718626899269,0.30000000000000004,0.15000000000000002,0.3,0.3333333333333333,0,0,1
540,0.5743801652892563,0.0,0.6699857752489332,0.4909090909090909,0.6700133868808568,0.7158363484553297,0.7647058823529411,0.7157825802226588,0.2610126582278481,0.6342857142857142,0.261114237478897,0.5750000000000001,0.2,0.5759259259259258,0.2222222222222222,0,0,0
541,0.4297520661157025,0.0,0.6071123755334282,0.6060606060606061,0.607095046854083,0.5702755357639855,0.3058823529411765,0.5703994760969222,0.4549367088607595,0.5314285714285715,0.45526167698368036,0.47500000000000003,0.30000000000000004,0.47592592592592586,0.1111111111111111,0,0,0
542,0.3553719008264463,0.42307692307692313,0.75049786628734,0.3939393939393939,0.7505020080321285,0.28778179794043973,0.6764705882352942,0.28781925343811393,0.5268354430379747,0.6228571428571429,0.5267304445694991,0.42500000000000004,0.15000000000000002,0.4259259259259259,0.3333333333333333,0,1,0
543,0.3925619834710744,0.5961538461538461,0.5217638691322902,0.7636363636363637,0.5217536813922355,0.5441135541330364,0.6235294117647059,0.544204322200393,0.4559493670886076,0.5314285714285715,0.4558244231851435,0.525,0.25,0.5259259259259259,0.1111111111111111,0,1,0
545,0.22314049586776863,0.0,0.4995732574679943,0.8909090909090909,0.4994979919678715,0.45032006679654885,0.6941176470588235,0.4502292075965947,0.7329113924050633,0.3142857142857143,0.7332583005064716,0.4650000000000001,0.2,0.46481481481481474,0.0,0,0,0
546,0.5330578512396694,0.0,0.689900426742532,0.6121212121212121,0.6899263721552877,0.28611188421931527,0.6705882352941176,0.2861820563195809,0.36050632911392405,0.5085714285714286,0.36072031513787284,0.4650000000000001,0.1,0.46481481481481474,0.2222222222222222,0,0,0
547,0.13636363636363635,0.0,0.4295874822190612,0.6181818181818182,0.42955153949129854,0.3657111049262455,0.5941176470588235,0.3657498362802882,0.47240506329113924,0.49142857142857144,0.47270680922903774,0.49500000000000005,0.35000000000000003,0.4944444444444444,0.0,0,0,0
548,0.5702479338842975,0.0,0.3928876244665718,0.6242424242424243,0.392904953145917,0.45783467854160864,0.5882352941176471,0.45776031434184683,0.34151898734177216,0.36,0.3415869442881261,0.41500000000000004,0.1,0.41481481481481486,0.1111111111111111,0,0,0
549,0.4462809917355372,0.0,0.7530583214793741,0.41818181818181815,0.7530120481927711,0.848872808238241,0.7058823529411764,0.8490504256712509,0.499746835443038,0.49142857142857144,0.4997186268992685,0.47500000000000003,0.45,0.47592592592592586,0.1111111111111111,0,0,1
550,0.2644628099173554,0.5961538461538461,0.8031294452347084,0.42424242424242425,0.803045515394913,0.4230448093515168,0.5235294117647059,0.4230517354289457,0.5708860759493671,0.5314285714285715,0.5711873944850873,0.6000000000000001,0.2,0.6,0.1111111111111111,0,1,0
551,0.6239669421487604,0.0,0.5607396870554765,0.7636363636363637,0.5607429718875502,0.36209295853047585,0.44705882352941173,0.3621480026195154,0.19772151898734175,0.5714285714285714,0.19752391671356218,0.37000000000000005,0.2,0.37037037037037035,0.3333333333333333,0,0,0
552,0.6033057851239669,0.0,0.584068278805121,0.5757575757575758,0.5840026773761713,0.4639576955190648,0.7529411764705882,0.4639816633922725,0.6091139240506329,0.48,0.6094541361845808,0.39,0.2,0.3907407407407407,0.1111111111111111,0,0,0
553,0.45867768595041325,0.42307692307692313,0.5172119487908963,0.6666666666666666,0.517235609103079,0.6348455329807959,0.7235294117647059,0.6349050425671251,0.6650632911392405,0.8057142857142857,0.6651660101294317,0.45999999999999996,0.2,0.45925925925925926,0.2222222222222222,0,1,0
